# frame 0  Twc (camera->world)
0.33318484 0.01472415 -0.94274655 1.21128711
0.85699997 0.41215736 0.30931757 0.84342729
0.39311436 -0.91099370 0.12470599 3.36005273
0.00000000 0.00000000 0.00000000 1.00000000
# frame 15  Twc (camera->world)
0.33346025 0.01780022 -0.94259610 1.21103169
0.85634438 0.41245294 0.31073602 0.84322122
0.39430771 -0.91080499 0.12229354 3.35940302
0.00000000 0.00000000 0.00000000 1.00000000
# frame 16  Twc (camera->world)
0.33007987 0.02003122 -0.94374045 1.21107996
0.85743114 0.41177389 0.30863263 0.84393986
0.39478997 -0.91106586 0.11874288 3.35973548
0.00000000 0.00000000 0.00000000 1.00000000
# frame 17  Twc (camera->world)
0.32871109 0.01836121 -0.94425202 1.21064855
0.85793224 0.41219125 0.30667678 0.84423577
0.39484338 -0.91091231 0.11973916 3.35996965
0.00000000 0.00000000 0.00000000 1.00000000
# frame 18  Twc (camera->world)
0.33200542 0.01439041 -0.94316770 1.21029289
0.85822732 0.41031253 0.30836583 0.84506828
0.39143104 -0.91183142 0.12387574 3.35870693
0.00000000 0.00000000 0.00000000 1.00000000
# frame 19  Twc (camera->world)
0.33413550 0.01634602 -0.94238330 1.20995128
0.85749105 0.40975490 0.31114310 0.84488886
0.39123212 -0.91204919 0.12289709 3.35845342
0.00000000 0.00000000 0.00000000 1.00000000
# frame 20  Twc (camera->world)
0.33983292 0.01875687 -0.94029876 1.20935751
0.85521129 0.40983145 0.31725672 0.84473047
0.39131475 -0.91196840 0.12323313 3.35797687
0.00000000 0.00000000 0.00000000 1.00000000
# frame 21  Twc (camera->world)
0.34263446 0.02282134 -0.93919157 1.20859261
0.85348072 0.41026189 0.32133447 0.84374960
0.39264779 -0.91168217 0.12109229 3.35733521
0.00000000 0.00000000 0.00000000 1.00000000
# frame 22  Twc (camera->world)
0.34450277 0.02405810 -0.93847699 1.20809349
0.85281881 0.40988409 0.32356624 0.84306368
0.39245117 -0.91182029 0.12068900 3.35693772
0.00000000 0.00000000 0.00000000 1.00000000
# frame 23  Twc (camera->world)
0.34715063 0.02173518 -0.93755748 1.20802783
0.85342119 0.40714085 0.32543603 0.84294718
0.38879136 -0.91310674 0.12278994 3.35664241
0.00000000 0.00000000 0.00000000 1.00000000
# frame 24  Twc (camera->world)
0.34928741 0.01883112 -0.93682639 1.20801746
0.85320005 0.40692268 0.32628761 0.84264412
0.38736027 -0.91326848 0.12606626 3.35608482
0.00000000 0.00000000 0.00000000 1.00000000
# frame 25  Twc (camera->world)
0.35491047 0.02189659 -0.93464384 1.20718023
0.85087067 0.40666761 0.33262675 0.84179385
0.38737277 -0.91331374 0.12569942 3.35525318
0.00000000 0.00000000 0.00000000 1.00000000
# frame 26  Twc (camera->world)
0.35735971 0.02522554 -0.93362611 1.20662505
0.84954794 0.40652652 0.33616140 0.84052995
0.38802362 -0.91329068 0.12384590 3.35574784
0.00000000 0.00000000 0.00000000 1.00000000
# frame 27  Twc (camera->world)
0.36007207 0.02662525 -0.93254448 1.20578475
0.84746683 0.40860104 0.33888812 0.83955598
0.39006162 -0.91232466 0.12456181 3.35556391
0.00000000 0.00000000 0.00000000 1.00000000
# frame 28  Twc (camera->world)
0.36226823 0.02915282 -0.93161786 1.20502049
0.84610269 0.40899133 0.34181330 0.83802079
0.39098845 -0.91207248 0.12349829 3.35473971
0.00000000 0.00000000 0.00000000 1.00000000
# frame 29  Twc (camera->world)
0.36149566 0.02816678 -0.93194824 1.20477865
0.84615767 0.40988358 0.34060628 0.83788665
0.39158407 -0.91170285 0.12433760 3.35429390
0.00000000 0.00000000 0.00000000 1.00000000
# frame 30  Twc (camera->world)
0.36754968 0.02535373 -0.92965823 1.20317289
0.84356293 0.41177093 0.34474089 0.83558794
0.39154670 -0.91093462 0.12995881 3.35172294
0.00000000 0.00000000 0.00000000 1.00000000
# frame 31  Twc (camera->world)
0.37253778 0.02460210 -0.92769086 1.20233990
0.84196723 0.41142832 0.34902425 0.83468487
0.39026503 -0.91111002 0.13255843 3.35074032
0.00000000 0.00000000 0.00000000 1.00000000
# frame 32  Twc (camera->world)
0.37413244 0.02445661 -0.92705274 1.20203346
0.84232490 0.40923576 0.35073473 0.83414903
0.38796092 -0.91210085 0.13250797 3.35054745
0.00000000 0.00000000 0.00000000 1.00000000
# frame 33  Twc (camera->world)
0.38271913 0.02338632 -0.92356870 1.20104901
0.84066843 0.40577498 0.35864086 0.83260805
0.38314836 -0.91367376 0.13563771 3.35031603
0.00000000 0.00000000 0.00000000 1.00000000
# frame 34  Twc (camera->world)
0.38949926 0.02100093 -0.92078732 1.20004881
0.83916344 0.40394813 0.36418488 0.83119499
0.37959854 -0.91454080 0.13971429 3.34929676
0.00000000 0.00000000 0.00000000 1.00000000
# frame 35  Twc (camera->world)
0.39428053 0.02246328 -0.91871555 1.19890922
0.83773518 0.40220926 0.36936091 0.82960527
0.37781296 -0.91527215 0.13976501 3.34946229
0.00000000 0.00000000 0.00000000 1.00000000
# frame 36  Twc (camera->world)
0.39795399 0.02056876 -0.91717476 1.19780069
0.83647574 0.40243114 0.37196441 0.82809215
0.37675053 -0.91521916 0.14294381 3.34862821
0.00000000 0.00000000 0.00000000 1.00000000
# frame 37  Twc (camera->world)
0.40196026 0.02316660 -0.91536400 1.19578097
0.83481965 0.40141658 0.37675043 0.82589105
0.37617032 -0.91560255 0.14201358 3.34835739
0.00000000 0.00000000 0.00000000 1.00000000
# frame 38  Twc (camera->world)
0.40557889 0.02121756 -0.91381376 1.19472919
0.83347482 0.40185476 0.37925252 0.82488340
0.37526722 -0.91545757 0.14529950 3.34739189
0.00000000 0.00000000 0.00000000 1.00000000
# frame 39  Twc (camera->world)
0.40695934 0.02047240 -0.91321683 1.19392183
0.83220708 0.40385395 0.37991230 0.82435637
0.37658394 -0.91459437 0.14731486 3.34633993
0.00000000 0.00000000 0.00000000 1.00000000
# frame 40  Twc (camera->world)
0.42549225 0.02087609 -0.90472125 1.19070306
0.82700033 0.39697217 0.39809992 0.82048432
0.36745993 -0.91759320 0.15164405 3.34570572
0.00000000 0.00000000 0.00000000 1.00000000
# frame 41  Twc (camera->world)
0.43120218 0.01975208 -0.90203910 1.19011850
0.82545615 0.39499082 0.40324236 0.81938559
0.36426204 -0.91847270 0.15401643 3.34516605
0.00000000 0.00000000 0.00000000 1.00000000
# frame 42  Twc (camera->world)
0.43514140 0.02258837 -0.90007873 1.18882755
0.82365911 0.39377343 0.40807861 0.81779780
0.36364492 -0.91892995 0.15274201 3.34551035
0.00000000 0.00000000 0.00000000 1.00000000
# frame 43  Twc (camera->world)
0.43795323 0.02362395 -0.89868731 1.18814427
0.82276186 0.39233039 0.41126608 0.81696600
0.36229807 -0.91952095 0.15238548 3.34576810
0.00000000 0.00000000 0.00000000 1.00000000
# frame 44  Twc (camera->world)
0.44241657 0.02558841 -0.89644454 1.18732106
0.82110389 0.39040707 0.41637809 0.81603919
0.36063274 -0.92028667 0.15171181 3.34620756
0.00000000 0.00000000 0.00000000 1.00000000
# frame 45  Twc (camera->world)
0.45171839 0.02600637 -0.89178146 1.18577938
0.81815223 0.38653689 0.42569491 0.81398959
0.35577721 -0.92190721 0.15332865 3.34585392
0.00000000 0.00000000 0.00000000 1.00000000
# frame 46  Twc (camera->world)
0.45679259 0.02797006 -0.88913340 1.18543316
0.81661081 0.38324508 0.43159008 0.81316537
0.35282760 -0.92322310 0.15222286 3.34608732
0.00000000 0.00000000 0.00000000 1.00000000
# frame 47  Twc (camera->world)
0.46504594 0.02532731 -0.88492418 1.18447796
0.81482850 0.37854374 0.43904346 0.81213378
0.34610229 -0.92523682 0.15540282 3.34552725
0.00000000 0.00000000 0.00000000 1.00000000
# frame 48  Twc (camera->world)
0.46853900 0.02639180 -0.88304851 1.18316305
0.81327358 0.37751097 0.44279967 0.81071916
0.34504678 -0.92562894 0.15541486 3.34497411
0.00000000 0.00000000 0.00000000 1.00000000
# frame 49  Twc (camera->world)
0.47730673 0.03021811 -0.87821703 1.18164468
0.80951159 0.37368667 0.45282365 0.80926414
0.34186147 -0.92706264 0.15390126 3.34437158
0.00000000 0.00000000 0.00000000 1.00000000
# frame 50  Twc (camera->world)
0.49228486 0.03532391 -0.86971710 1.17672580
0.80298599 0.36722051 0.46942795 0.80430414
0.33595998 -0.92946292 0.15241249 3.34265754
0.00000000 0.00000000 0.00000000 1.00000000
# frame 51  Twc (camera->world)
0.49437919 0.03517143 -0.86853451 1.17605959
0.80269216 0.36496957 0.47168051 0.80340296
0.33357834 -0.93035487 0.15220153 3.34244097
0.00000000 0.00000000 0.00000000 1.00000000
# frame 52  Twc (camera->world)
0.49904225 0.03768371 -0.86575792 1.17531489
0.80021827 0.36337986 0.47708050 0.80187990
0.33257715 -0.93087863 0.15118671 3.34242434
0.00000000 0.00000000 0.00000000 1.00000000
# frame 53  Twc (camera->world)
0.50855045 0.04086183 -0.86006207 1.17290102
0.79574756 0.35922590 0.48758853 0.79874364
0.32888033 -0.93235565 0.15016879 3.34255391
0.00000000 0.00000000 0.00000000 1.00000000
# frame 54  Twc (camera->world)
0.51455166 0.04207628 -0.85642640 1.17159193
0.79259226 0.35774752 0.49377547 0.79749567
0.32716066 -0.93286992 0.15073025 3.34215705
0.00000000 0.00000000 0.00000000 1.00000000
# frame 55  Twc (camera->world)
0.51916065 0.04305695 -0.85359142 1.17061876
0.79065050 0.35507740 0.49879036 0.79573977
0.32456742 -0.93384481 0.15029922 3.34252439
0.00000000 0.00000000 0.00000000 1.00000000
# frame 56  Twc (camera->world)
0.52261167 0.04075814 -0.85159604 1.16913388
0.79013821 0.35204202 0.50174497 0.79460557
0.32024778 -0.93509635 0.15177670 3.34214587
0.00000000 0.00000000 0.00000000 1.00000000
# frame 57  Twc (camera->world)
0.52734843 0.03825266 -0.84878759 1.16626875
0.78819301 0.35100051 0.50551994 0.79237591
0.31726236 -0.93559359 0.15494909 3.34179659
0.00000000 0.00000000 0.00000000 1.00000000
# frame 58  Twc (camera->world)
0.53208789 0.03869297 -0.84580455 1.16488015
0.78616403 0.34832782 0.51050352 0.79108171
0.31437015 -0.93657385 0.15492199 3.34170644
0.00000000 0.00000000 0.00000000 1.00000000
# frame 59  Twc (camera->world)
0.53677662 0.03987984 -0.84278138 1.16392515
0.78362608 0.34667746 0.51550451 0.79023559
0.31273154 -0.93713624 0.15483747 3.34155593
0.00000000 0.00000000 0.00000000 1.00000000
# frame 60  Twc (camera->world)
0.55495279 0.03651480 -0.83108006 1.16064932
0.77538074 0.33919766 0.53266280 0.78570846
0.30135048 -0.94000618 0.15992582 3.34146961
0.00000000 0.00000000 0.00000000 1.00000000
# frame 61  Twc (camera->world)
0.56105193 0.03796539 -0.82690952 1.16000691
0.77252711 0.33483231 0.53952682 0.78418055
0.29735938 -0.94151259 0.15852902 3.34192975
0.00000000 0.00000000 0.00000000 1.00000000
# frame 62  Twc (camera->world)
0.57071088 0.03724718 -0.82030588 1.15830936
0.76805854 0.32916246 0.54930697 0.78191558
0.29047404 -0.94353840 0.15924858 3.34210491
0.00000000 0.00000000 0.00000000 1.00000000
# frame 63  Twc (camera->world)
0.57493192 0.03495584 -0.81745420 1.15708740
0.76571687 0.32907929 0.55261605 0.78076716
0.28832440 -0.94365508 0.16243191 3.34132990
0.00000000 0.00000000 0.00000000 1.00000000
# frame 64  Twc (camera->world)
0.57911200 0.03551053 -0.81447425 1.15610263
0.76373323 0.32587308 0.55724168 0.77953732
0.28520318 -0.94474639 0.16159644 3.34151011
0.00000000 0.00000000 0.00000000 1.00000000
# frame 65  Twc (camera->world)
0.58382027 0.03685099 -0.81104617 1.15555042
0.76059605 0.32459992 0.56225309 0.77855411
0.28398510 -0.94513327 0.16147930 3.34151163
0.00000000 0.00000000 0.00000000 1.00000000
# frame 66  Twc (camera->world)
0.59322993 0.03800414 -0.80413552 1.15361712
0.75519416 0.31973159 0.57223552 0.77605013
0.27885485 -0.94674569 0.16097384 3.34108935
0.00000000 0.00000000 0.00000000 1.00000000
# frame 67  Twc (camera->world)
0.59743686 0.03849678 -0.80099138 1.15234976
0.75255794 0.31810190 0.57660015 0.77516146
0.27699413 -0.94727461 0.16107475 3.34063117
0.00000000 0.00000000 0.00000000 1.00000000
# frame 68  Twc (camera->world)
0.60223000 0.04077665 -0.79728056 1.15090279
0.74877255 0.31751438 0.58182839 0.77372278
0.27687306 -0.94737631 0.16068425 3.34024449
0.00000000 0.00000000 0.00000000 1.00000000
# frame 69  Twc (camera->world)
0.60615907 0.04286113 -0.79418770 1.14996714
0.74636616 0.31434026 0.58662404 0.77318248
0.27478854 -0.94834230 0.15855010 3.33978908
0.00000000 0.00000000 0.00000000 1.00000000
# frame 70  Twc (camera->world)
0.62826603 0.02781616 -0.77750117 1.14396401
0.73711883 0.29840148 0.60631047 0.76944495
0.24887273 -0.95403502 0.16697169 3.33865985
0.00000000 0.00000000 0.00000000 1.00000000
# frame 71  Twc (camera->world)
0.63586291 0.02676911 -0.77133765 1.14325310
0.73272365 0.29304154 0.61420087 0.76856319
0.24247558 -0.95572489 0.16671989 3.33868363
0.00000000 0.00000000 0.00000000 1.00000000
# frame 72  Twc (camera->world)
0.64216829 0.02889816 -0.76601879 1.14170679
0.72812143 0.28948538 0.62131908 0.76707141
0.23970622 -0.95674611 0.16485696 3.33909478
0.00000000 0.00000000 0.00000000 1.00000000
# frame 73  Twc (camera->world)
0.64578232 0.02731235 -0.76303292 1.14041960
0.72565913 0.28884324 0.62449052 0.76659292
0.23745321 -0.95698674 0.16671040 3.33931816
0.00000000 0.00000000 0.00000000 1.00000000
# frame 74  Twc (camera->world)
0.65182315 0.02291802 -0.75802463 1.13939640
0.72194288 0.28731413 0.62948318 0.76558805
0.23221769 -0.95756220 0.17073250 3.33923164
0.00000000 0.00000000 0.00000000 1.00000000
# frame 75  Twc (camera->world)
0.66269577 0.02491540 -0.74847414 1.13701172
0.71373828 0.28159089 0.64131446 0.76397294
0.22674210 -0.95921103 0.16882602 3.33967006
0.00000000 0.00000000 0.00000000 1.00000000
# frame 76  Twc (camera->world)
0.66957280 0.02270774 -0.74239924 1.13506170
0.70912228 0.27779090 0.64805695 0.76294893
0.22094766 -0.96037314 0.16989867 3.33966858
0.00000000 0.00000000 0.00000000 1.00000000
# frame 77  Twc (camera->world)
0.67477117 0.01947410 -0.73777004 1.13322450
0.70621049 0.27331282 0.65312085 0.76206469
0.21436095 -0.96172806 0.17067080 3.33976080
0.00000000 0.00000000 0.00000000 1.00000000
# frame 78  Twc (camera->world)
0.68442707 0.00499174 -0.72906424 1.13103771
0.70214579 0.26478377 0.66096962 0.76064255
0.19634377 -0.96429489 0.17772026 3.33878459
0.00000000 0.00000000 0.00000000 1.00000000
# frame 79  Twc (camera->world)
0.69135797 0.00002881 -0.72251239 1.12961193
0.69814822 0.25747249 0.66805463 0.76010782
0.18604631 -0.96628563 0.17798555 3.33853180
0.00000000 0.00000000 0.00000000 1.00000000
# frame 80  Twc (camera->world)
0.71807002 -0.01889483 -0.69571433 1.12423357
0.67943617 0.23563363 0.69486925 0.75719303
0.15080426 -0.97165826 0.18203928 3.33782818
0.00000000 0.00000000 0.00000000 1.00000000
# frame 81  Twc (camera->world)
0.72081731 -0.02461046 -0.69268805 1.12309385
0.67770814 0.23463164 0.69689287 0.75693436
0.14537568 -0.97177277 0.18580526 3.33678225
0.00000000 0.00000000 0.00000000 1.00000000
# frame 82  Twc (camera->world)
0.72589190 -0.02420151 -0.68738289 1.12183049
0.67270407 0.23327187 0.70217766 0.75624698
0.14335333 -0.97211034 0.18561062 3.33645596
0.00000000 0.00000000 0.00000000 1.00000000
# frame 83  Twc (camera->world)
0.73551198 -0.02104127 -0.67718490 1.11917024
0.66276448 0.22975366 0.71271067 0.75461110
0.14058937 -0.97302134 0.18293197 3.33607751
0.00000000 0.00000000 0.00000000 1.00000000
# frame 84  Twc (camera->world)
0.74262893 -0.02227262 -0.66933265 1.11808524
0.65577023 0.22699135 0.72002801 0.75446737
0.13589581 -0.97364206 0.18317606 3.33574468
0.00000000 0.00000000 0.00000000 1.00000000
# frame 85  Twc (camera->world)
0.75188370 -0.02419951 -0.65885149 1.11682031
0.64686363 0.22022895 0.73011414 0.75425995
0.12742977 -0.97514798 0.18124034 3.33636953
0.00000000 0.00000000 0.00000000 1.00000000
# frame 86  Twc (camera->world)
0.75964872 -0.02773640 -0.64974188 1.11449293
0.63875702 0.21949447 0.73743586 0.75402133
0.12216093 -0.97521940 0.18445552 3.33599553
0.00000000 0.00000000 0.00000000 1.00000000
# frame 87  Twc (camera->world)
0.76628416 -0.03094728 -0.64175607 1.11186790
0.63209331 0.21537275 0.74436055 0.75288973
0.11518084 -0.97604142 0.18459829 3.33641966
0.00000000 0.00000000 0.00000000 1.00000000
# frame 88  Twc (camera->world)
0.77271814 -0.03396253 -0.63384006 1.11072732
0.62498492 0.21518509 0.75039271 0.75266197
0.11090770 -0.97598254 0.18750349 3.33617537
0.00000000 0.00000000 0.00000000 1.00000000
# frame 89  Twc (camera->world)
0.78009556 -0.03262374 -0.62480926 1.10891217
0.61610967 0.21387915 0.75806635 0.75178461
0.10890271 -0.97631522 0.18694597 3.33658915
0.00000000 0.00000000 0.00000000 1.00000000
# frame 90  Twc (camera->world)
0.79226368 -0.02669678 -0.60959457 1.10002464
0.59884218 0.22570387 0.76840472 0.74895532
0.11707392 -0.97383009 0.19480413 3.33621948
0.00000000 0.00000000 0.00000000 1.00000000
# frame 91  Twc (camera->world)
0.79175100 -0.02709154 -0.61024290 1.09971353
0.59924565 0.22820121 0.76735185 0.74901291
0.11846942 -0.97323700 0.19691302 3.33615376
0.00000000 0.00000000 0.00000000 1.00000000
# frame 92  Twc (camera->world)
0.79618162 -0.02546652 -0.60452154 1.09847016
0.59355961 0.22672649 0.77219303 0.74862117
0.11739598 -0.97362547 0.19563136 3.33682027
0.00000000 0.00000000 0.00000000 1.00000000
# frame 93  Twc (camera->world)
0.80036931 -0.02459854 -0.59900240 1.09594044
0.58775945 0.22902710 0.77594163 0.74806216
0.11810075 -0.97310919 0.19776429 3.33690280
0.00000000 0.00000000 0.00000000 1.00000000
# frame 94  Twc (camera->world)
0.80008561 -0.02719470 -0.59926911 1.09455604
0.58816269 0.23208936 0.77472523 0.74857773
0.11801557 -0.97231424 0.20168626 3.33642453
0.00000000 0.00000000 0.00000000 1.00000000
# frame 95  Twc (camera->world)
0.80800101 -0.03501560 -0.58813967 1.09354783
0.57981157 0.22457248 0.78318947 0.74943352
0.10465613 -0.97382807 0.20175724 3.33747944
0.00000000 0.00000000 0.00000000 1.00000000
# frame 96  Twc (camera->world)
0.81555767 -0.04138616 -0.57719397 1.09066056
0.57081294 0.22140307 0.79066634 0.74904496
0.09506987 -0.97430379 0.20419073 3.33793180
0.00000000 0.00000000 0.00000000 1.00000000
# frame 97  Twc (camera->world)
0.81774585 -0.04864673 -0.57352003 1.08834485
0.56875726 0.22125484 0.79218778 0.74834800
0.08835674 -0.97400195 0.20859841 3.33774826
0.00000000 0.00000000 0.00000000 1.00000000
# frame 98  Twc (camera->world)
0.81942499 -0.05453604 -0.57058611 1.08789649
0.56749309 0.21714720 0.79422836 0.74923469
0.08058711 -0.97461424 0.20888467 3.33778861
0.00000000 0.00000000 0.00000000 1.00000000
# frame 99  Twc (camera->world)
0.82572001 -0.05557664 -0.56133564 1.08763880
0.55904307 0.21332089 0.80122721 0.75004752
0.07521510 -0.97540014 0.20721307 3.33745203
0.00000000 0.00000000 0.00000000 1.00000000
# frame 100  Twc (camera->world)
0.85959895 -0.06368231 -0.50698541 1.08022834
0.50902107 0.19328535 0.83877191 0.75093002
0.04457792 -0.97907371 0.19856352 3.34070491
0.00000000 0.00000000 0.00000000 1.00000000
# frame 101  Twc (camera->world)
0.85987839 -0.06604273 -0.50620896 1.07893864
0.50842413 0.20009917 0.83753521 0.75093052
0.04597888 -0.97754728 0.20563867 3.34076129
0.00000000 0.00000000 0.00000000 1.00000000
# frame 102  Twc (camera->world)
0.85914541 -0.06816713 -0.50717099 1.07884148
0.50960974 0.20412982 0.83584025 0.75121871
0.04655189 -0.97656759 0.21011583 3.34074274
0.00000000 0.00000000 0.00000000 1.00000000
# frame 103  Twc (camera->world)
0.86527458 -0.06348958 -0.49726148 1.07667829
0.49871256 0.20964118 0.84103291 0.75143379
0.05084966 -0.97571494 0.21306023 3.34151008
0.00000000 0.00000000 0.00000000 1.00000000
# frame 104  Twc (camera->world)
0.86759589 -0.06286520 -0.49328019 1.07509713
0.49452977 0.21307184 0.84263913 0.75144490
0.05213144 -0.97501198 0.21594896 3.34167379
0.00000000 0.00000000 0.00000000 1.00000000
# frame 105  Twc (camera->world)
0.86848453 -0.06325233 -0.49166427 1.07462353
0.49296178 0.21461292 0.84316664 0.75200089
0.05218525 -0.97464888 0.21756898 3.34172451
0.00000000 0.00000000 0.00000000 1.00000000
# frame 106  Twc (camera->world)
0.87104606 -0.06164026 -0.48731842 1.07344124
0.48825054 0.21723122 0.84523488 0.75224046
0.05376028 -0.97417199 0.21931429 3.34203654
0.00000000 0.00000000 0.00000000 1.00000000
# frame 107  Twc (camera->world)
0.87403386 -0.05870624 -0.48230529 1.07029626
0.48242815 0.22272344 0.84714660 0.75201965
0.05768790 -0.97311245 0.22298937 3.34247562
0.00000000 0.00000000 0.00000000 1.00000000
# frame 108  Twc (camera->world)
0.87631943 -0.05551705 -0.47852076 1.06902804
0.47806039 0.22260473 0.84965017 0.75191334
0.05935092 -0.97332677 0.22161335 3.34312601
0.00000000 0.00000000 0.00000000 1.00000000
# frame 109  Twc (camera->world)
0.88053379 -0.05339355 -0.47096643 1.06661272
0.47030625 0.22195086 0.85413690 0.75131844
0.05892600 -0.97359486 0.22054655 3.34387583
0.00000000 0.00000000 0.00000000 1.00000000
# frame 110  Twc (camera->world)
0.89329861 -0.05464387 -0.44612962 1.05787409
0.44672352 0.21737689 0.86786254 0.74841448
0.04955490 -0.97455699 0.21859318 3.34556479
0.00000000 0.00000000 0.00000000 1.00000000
# frame 111  Twc (camera->world)
0.89830463 -0.05449031 -0.43598119 1.05504223
0.43696894 0.21446040 0.87353585 0.74778676
0.04590146 -0.97521154 0.21646134 3.34628886
0.00000000 0.00000000 0.00000000 1.00000000
# frame 112  Twc (camera->world)
0.90110773 -0.05385850 -0.43023728 1.05227475
0.43115232 0.21648135 0.87592437 0.74628462
0.04596237 -0.97480003 0.21829423 3.34610671
0.00000000 0.00000000 0.00000000 1.00000000
# frame 113  Twc (camera->world)
0.90214367 -0.05174658 -0.42832124 1.05052354
0.42895203 0.21395437 0.87762389 0.74596869
0.04622716 -0.97547210 0.21521438 3.34550527
0.00000000 0.00000000 0.00000000 1.00000000
# frame 114  Twc (camera->world)
0.90586349 -0.05226298 -0.42033310 1.04850542
0.42143694 0.21066925 0.88204839 0.74550827
0.04245278 -0.97615934 0.21286313 3.34589823
0.00000000 0.00000000 0.00000000 1.00000000
# frame 115  Twc (camera->world)
0.91270653 -0.05392592 -0.40504170 1.04370057
0.40706157 0.20636546 0.88978322 0.74430585
0.03560424 -0.97698787 0.21030228 3.34562891
0.00000000 0.00000000 0.00000000 1.00000000
# frame 116  Twc (camera->world)
0.91373868 -0.05515129 -0.40254187 1.04229965
0.40494743 0.20446152 0.89118633 0.74356589
0.03315424 -0.97731971 0.20915777 3.34554934
0.00000000 0.00000000 0.00000000 1.00000000
# frame 117  Twc (camera->world)
0.91699335 -0.05518767 -0.39506648 1.04076924
0.39774918 0.20175478 0.89503665 0.74350668
0.03031157 -0.97788002 0.20695864 3.34613671
0.00000000 0.00000000 0.00000000 1.00000000
# frame 118  Twc (camera->world)
0.92641231 -0.05560725 -0.37238161 1.03708413
0.37558698 0.20572076 0.90366664 0.74293093
0.02635621 -0.97702958 0.21146760 3.34652604
0.00000000 0.00000000 0.00000000 1.00000000
# frame 119  Twc (camera->world)
0.93045576 -0.05786215 -0.36180666 1.03492973
0.36567284 0.20900503 0.90697314 0.74276934
0.02314000 -0.97620124 0.21562855 3.34603351
0.00000000 0.00000000 0.00000000 1.00000000
# frame 120  Twc (camera->world)
0.94493548 -0.06762927 -0.32019249 1.03112087
0.32721858 0.21018640 0.92127611 0.74225113
0.00499488 -0.97531941 0.22074214 3.34680112
0.00000000 0.00000000 0.00000000 1.00000000
# frame 121  Twc (camera->world)
0.94723672 -0.07042268 -0.31270311 1.03193881
0.32053484 0.20815982 0.92408165 0.74250085
0.00001592 -0.97555632 0.21974955 3.34555403
0.00000000 0.00000000 0.00000000 1.00000000
# frame 122  Twc (camera->world)
